OID_	Longitude	Latitude	Type
72	-1.646702796	4.972500199	sample
73	-1.645424055	4.973718726	sample
74	-1.645718259	4.974810245	sample
75	-1.645468138	4.97306026	sample
76	-1.644392216	4.972825616	sample
77	-1.647567963	4.971164579	sample
78	-1.64761412	4.972789212	sample
79	-1.645569775	4.974000825	sample
80	-1.64637434	4.971719224	sample
81	-1.646141514	4.975354485	sample
82	-1.644771844	4.972563223	sample
83	-1.646154708	4.974866804	sample
84	-1.64680906	4.973070248	sample
85	-1.64498646	4.971528184	sample
86	-1.645573984	4.973820381	sample
87	-1.645637491	4.975617504	sample
88	-1.647045976	4.972559689	sample
89	-1.645901068	4.974566623	sample
90	-1.647755382	4.971492694	sample
91	-1.644520357	4.973397783	sample
92	-1.644822634	4.97411286	sample
93	-1.645716073	4.974098463	sample
94	-1.646393724	4.9740879	sample
95	-1.645130481	4.974854314	sample
96	-1.646254997	4.973945271	sample
97	-1.647075015	4.972562065	backup
98	-1.645977231	4.971801648	backup
99	-1.645871254	4.973617336	backup
100	-1.645691729	4.975840702	backup
101	-1.645344659	4.972029911	backup
102	-1.645194512	4.972332155	backup
103	-1.645873102	4.975268854	backup
104	-1.645704324	4.975429008	backup
105	-1.64504362	4.971497805	backup
106	-1.646630283	4.971848373	backup
107	-1.645064771	4.974239956	backup
108	-1.645471493	4.972680106	backup
109	-1.645285089	4.974143066	backup
110	-1.647313564	4.972714579	backup
111	-1.64789222	4.972422665	backup
112	-1.645001374	4.975378574	backup
113	-1.644513677	4.97262523	backup
114	-1.648089134	4.972355083	backup
115	-1.64456488	4.972661471	backup
116	-1.646543442	4.971698465	backup
117	-1.644639668	4.974657007	backup
118	-1.645318735	4.975188324	backup
119	-1.646158318	4.973947274	backup
120	-1.64791097	4.972453445	backup
121	-1.645188639	4.97225771	backup
122	-1.646742696	4.973034914	backup
123	-1.645524099	4.974989612	backup
124	-1.644563452	4.972882774	backup
125	-1.647142263	4.972095084	backup
126	-1.64618541	4.97562791	backup
127	-1.64543752	4.972591791	backup
128	-1.6467903	4.972115765	backup
129	-1.644924325	4.972140075	backup
130	-1.64483734	4.974714086	backup
131	-1.644556312	4.973182863	backup
132	-1.645100498	4.97309756	backup
133	-1.644886905	4.974224016	backup
134	-1.645759488	4.974811116	backup
135	-1.645077472	4.972548455	backup
136	-1.646632025	4.972583046	backup
137	-1.644533862	4.972541968	backup
138	-1.64579143	4.972522436	backup
139	-1.647588065	4.972509811	backup
140	-1.645154757	4.971974581	backup
141	-1.645684079	4.975686514	backup
142	-1.647179132	4.972713673	backup
143	-1.64489274	4.973879281	backup
144	-1.645880894	4.973360644	backup
145	-1.646606146	4.972307357	backup
146	-1.647299259	4.971772423	backup
147	-1.644482261	4.972484774	backup
148	-1.646579222	4.97306906	backup
149	-1.645496645	4.97183889	backup
150	-1.644916626	4.972559387	backup
151	-1.647576846	4.971148152	backup
152	-1.647524452	4.971951038	backup
153	-1.646143931	4.972288167	backup
154	-1.64586642	4.972700565	backup
155	-1.645499707	4.974722791	backup
156	-1.64557199	4.974618064	backup
157	-1.645899697	4.975871004	backup
158	-1.644832884	4.972016161	backup
159	-1.646869998	4.972074403	backup
160	-1.645827372	4.975930322	backup
161	-1.646995689	4.971810059	backup
162	-1.647547246	4.972128044	backup
163	-1.646067689	4.973870375	backup
164	-1.644855128	4.972390634	backup
165	-1.64543072	4.975617421	backup
166	-1.645051066	4.973157575	backup
167	-1.645117255	4.974738558	backup
168	-1.644291207	4.972974569	backup
169	-1.646780992	4.971942208	backup
170	-1.645568022	4.972256511	backup
171	-1.646046782	4.975697086	backup
172	-1.645353003	4.971783115	backup
173	-1.645697201	4.97153321	backup
174	-1.644624114	4.97239465	backup
175	-1.646607452	4.972104029	backup
176	-1.646164436	4.975503138	backup
177	-1.645612416	4.975288845	backup
178	-1.647111377	4.971374913	backup
179	-1.645198716	4.971944724	backup
180	-1.645698374	4.97460218	backup
181	-1.646952753	4.973039302	backup
182	-1.644833763	4.974160833	backup
183	-1.645724753	4.974247147	backup
184	-1.647857297	4.972591304	backup
185	-1.646277047	4.974011257	backup
186	-1.645942435	4.971335589	backup
187	-1.645971279	4.97326135	backup
188	-1.646315602	4.9740585	backup
189	-1.646027276	4.975444575	backup
190	-1.645744793	4.974570709	backup
191	-1.64526274	4.974248362	backup
192	-1.644694964	4.973557439	backup
